"","date","region","sgtfv"
"823",2020-09-07,"South East",0.00249554866895107
"824",2020-09-08,"South East",0.00277348280147681
"825",2020-09-09,"South East",0.00308227626581118
"826",2020-09-10,"South East",0.0034253322856648
"827",2020-09-11,"South East",0.00380642388030244
"828",2020-09-12,"South East",0.00422973274217931
"829",2020-09-13,"South East",0.0046998918935695
"830",2020-09-14,"South East",0.00522203241556966
"831",2020-09-15,"South East",0.00580183454692978
"832",2020-09-16,"South East",0.00644558344853211
"833",2020-09-17,"South East",0.00716022992014378
"834",2020-09-18,"South East",0.00795345633701875
"835",2020-09-19,"South East",0.00883374804224178
"836",2020-09-20,"South East",0.00981047038304135
"837",2020-09-21,"South East",0.0108939515116534
"838",2020-09-22,"South East",0.0120955709789698
"839",2020-09-23,"South East",0.0134278540266382
"840",2020-09-24,"South East",0.0149045713241224
"841",2020-09-25,"South East",0.0165408436942495
"842",2020-09-26,"South East",0.0183532511158674
"843",2020-09-27,"South East",0.0203599449765851
"844",2020-09-28,"South East",0.0225807621627617
"845",2020-09-29,"South East",0.0250373391083576
"846",2020-09-30,"South East",0.0277532233696562
"847",2020-10-01,"South East",0.0307539796410071
"848",2020-10-02,"South East",0.0340672863715733
"849",2020-10-03,"South East",0.0377230182821444
"850",2020-10-04,"South East",0.0417533091174355
"851",2020-10-05,"South East",0.0461925879137874
"852",2020-10-06,"South East",0.0510775809363633
"853",2020-10-07,"South East",0.0564472702793059
"854",2020-10-08,"South East",0.0623427989799918
"855",2020-10-09,"South East",0.0688073114489472
"856",2020-10-10,"South East",0.0758857171593469
"857",2020-10-11,"South East",0.0836243650007868
"858",2020-10-12,"South East",0.0920706156356896
"859",2020-10-13,"South East",0.101272299783895
"860",2020-10-14,"South East",0.111277051802319
"861",2020-10-15,"South East",0.122131510431356
"862",2020-10-16,"South East",0.133880382347813
"863",2020-10-17,"South East",0.146565369360657
"864",2020-10-18,"South East",0.160223966807717
"865",2020-10-19,"South East",0.174888148948584
"866",2020-10-20,"South East",0.190582966741372
"867",2020-10-21,"South East",0.207325093988682
"868",2020-10-22,"South East",0.225121368870363
"869",2020-10-23,"South East",0.243967388544125
"870",2020-10-24,"South East",0.263846223772318
"871",2020-10-25,"South East",0.284727327248329
"872",2020-10-26,"South East",0.306565712215708
"873",2020-10-27,"South East",0.329301475948858
"874",2020-10-28,"South East",0.352859734807269
"875",2020-10-29,"South East",0.377151023442699
"876",2020-10-30,"South East",0.40207219049865
"877",2020-10-31,"South East",0.427507797684001
"878",2020-11-01,"South East",0.45333200006006
"879",2020-11-02,"South East",0.479410855033458
"880",2020-11-03,"South East",0.505604978611963
"881",2020-11-04,"South East",0.531772442792463
"882",2020-11-05,"South East",0.557771790094093
"883",2020-11-06,"South East",0.583465032187853
"884",2020-11-07,"South East",0.608720500352843
"885",2020-11-08,"South East",0.633415426069782
"886",2020-11-09,"South East",0.657438149319936
"887",2020-11-10,"South East",0.680689878046574
"888",2020-11-11,"South East",0.703085952090252
"889",2020-11-12,"South East",0.724556595819689
"890",2020-11-13,"South East",0.74504717287962
"891",2020-11-14,"South East",0.76451798166788
"892",2020-11-15,"South East",0.782943649728181
"893",2020-11-16,"South East",0.800312198379151
"894",2020-11-17,"South East",0.81662385552613
"895",2020-11-18,"South East",0.831889695283635
"896",2020-11-19,"South East",0.846130178784409
"897",2020-11-20,"South East",0.859373662623335
"898",2020-11-21,"South East",0.871654931097762
"899",2020-11-22,"South East",0.883013796986283
"900",2020-11-23,"South East",0.893493804090807
"901",2020-11-24,"South East",0.903141053943231
"902",2020-11-25,"South East",0.912003169485552
"903",2020-11-26,"South East",0.92012840047401
"904",2020-11-27,"South East",0.927564868941708
"905",2020-11-28,"South East",0.934359948239837
"906",2020-11-29,"South East",0.940559765823713
"907",2020-11-30,"South East",0.946208817855796
"908",2020-12-01,"South East",0.951349682637991
"909",2020-12-02,"South East",0.956022819634011
"910",2020-12-03,"South East",0.960266441190296
"911",2020-12-04,"South East",0.964116444828111
"912",2020-12-05,"South East",0.967606395007936
"913",2020-12-06,"South East",0.970767544439024
"914",2020-12-07,"South East",0.97362888622976
"915",2020-12-08,"South East",0.976217229381415
"916",2020-12-09,"South East",0.978557291273175
"917",2020-12-10,"South East",0.980671801841221
"918",2020-12-11,"South East",0.982581615103419
"919",2020-12-12,"South East",0.984305824517769
"920",2020-12-13,"South East",0.985861879387995
"921",2020-12-14,"South East",0.987265700148939
"922",2020-12-15,"South East",0.988531790885957
"923",2020-12-16,"South East",0.989673347875987
"924",2020-12-17,"South East",0.990702363293752
"925",2020-12-18,"South East",0.991629723514745
"926",2020-12-19,"South East",0.992465301677015
"927",2020-12-20,"South East",0.993218044345174
"928",2020-12-21,"South East",0.993896052260466
"929",2020-12-22,"South East",0.994506655267366
"930",2020-12-23,"South East",0.995056481585928
"931",2020-12-24,"South East",0.995551521655525
"932",2020-12-25,"South East",0.995997186813868
"933",2020-12-26,"South East",0.996398363099274
"934",2020-12-27,"South East",0.996759460476962
"935",2020-12-28,"South East",0.997084457794414
"936",2020-12-29,"South East",0.99737694376852
"937",2020-12-30,"South East",0.997640154300094
"938",2020-12-31,"South East",0.997877006400743
"939",2021-01-01,"South East",0.998090129004035
"940",2021-01-02,"South East",0.998281890918394
"941",2021-01-03,"South East",0.998454426163665
"942",2021-01-04,"South East",0.998609656917529
"943",2020-08-01,"South West",0.00000529859032691362
"944",2020-08-02,"South West",0.00000588982029648319
"945",2020-08-03,"South West",0.0000065470357481303
"946",2020-08-04,"South West",0.00000727760270682637
"947",2020-08-05,"South West",0.00000808970963743198
"948",2020-08-06,"South West",0.00000899245928790065
"949",2020-08-07,"South West",0.00000999597078974225
"950",2020-08-08,"South West",0.0000111114931612398
"951",2020-08-09,"South West",0.0000123515314867916
"952",2020-08-10,"South West",0.0000137299871878892
"953",2020-08-11,"South West",0.0000152623139592287
"954",2020-08-12,"South West",0.0000169656911190482
"955",2020-08-13,"South West",0.0000188592163179483
"956",2020-08-14,"South West",0.0000209641197673535
"957",2020-08-15,"South West",0.0000233040023898259
"958",2020-08-16,"South West",0.000025905100561327
"959",2020-08-17,"South West",0.0000287965804132052
"960",2020-08-18,"South West",0.0000320108649924706
"961",2020-08-19,"South West",0.0000355839979464558
"962",2020-08-20,"South West",0.0000395560478063147
"963",2020-08-21,"South West",0.0000439715573974724
"964",2020-08-22,"South West",0.0000488800434091005
"965",2020-08-23,"South West",0.0000543365517144716
"966",2020-08-24,"South West",0.000060402274655765
"967",2020-08-25,"South West",0.0000671452371973279
"968",2020-08-26,"South West",0.0000746410596180298
"969",2020-08-27,"South West",0.0000829738052644803
"970",2020-08-28,"South West",0.0000922369228316615
"971",2020-08-29,"South West",0.000102534293686079
"972",2020-08-30,"South West",0.000113981395910019
"973",2020-08-31,"South West",0.000126706598036215
"974",2020-09-01,"South West",0.000140852596873761
"975",2020-09-02,"South West",0.000156578015413301
"976",2020-09-03,"South West",0.000174059178558887
"977",2020-09-04,"South West",0.000193492086383224
"978",2020-09-05,"South West",0.000215094606762217
"979",2020-09-06,"South West",0.000239108911635117
"980",2020-09-07,"South West",0.000265804183781761
"981",2020-09-08,"South West",0.000295479623933848
"982",2020-09-09,"South West",0.000328467791270697
"983",2020-09-10,"South West",0.00036513831392133
"984",2020-09-11,"South West",0.000405902010036386
"985",2020-09-12,"South West",0.000451215464339795
"986",2020-09-13,"South West",0.000501586109858185
"987",2020-09-14,"South West",0.00055757786979467
"988",2020-09-15,"South West",0.000619817420303948
"989",2020-09-16,"South West",0.000689001141280031
"990",2020-09-17,"South West",0.000765902829230167
"991",2020-09-18,"South West",0.000851382253922667
"992",2020-09-19,"South West",0.00094639464880587
"993",2020-09-20,"South West",0.0010520012342421
"994",2020-09-21,"South West",0.00116938088242203
"995",2020-09-22,"South West",0.00129984304345362
"996",2020-09-23,"South West",0.00144484206357911
"997",2020-09-24,"South West",0.0016059930387737
"998",2020-09-25,"South West",0.00178508936011501
"999",2020-09-26,"South West",0.00198412212125247
"1000",2020-09-27,"South West",0.00220530157299023
"1001",2020-09-28,"South West",0.0024510808253266
"1002",2020-09-29,"South West",0.00272418201311389
"1003",2020-09-30,"South West",0.00302762515759886
"1004",2020-10-01,"South West",0.00336475997217527
"1005",2020-10-02,"South West",0.00373930087632189
"1006",2020-10-03,"South West",0.00415536549637924
"1007",2020-10-04,"South West",0.00461751694484421
"1008",2020-10-05,"South West",0.00513081018034432
"1009",2020-10-06,"South West",0.00570084275726797
"1010",2020-10-07,"South West",0.00633381027575678
"1011",2020-10-08,"South West",0.00703656683765156
"1012",2020-10-09,"South West",0.00781669079984962
"1013",2020-10-10,"South West",0.00868255609071718
"1014",2020-10-11,"South West",0.00964340931447827
"1015",2020-10-12,"South West",0.0107094528089826
"1016",2020-10-13,"South West",0.0118919337393074
"1017",2020-10-14,"South West",0.0132032391978026
"1018",2020-10-15,"South West",0.0146569971340612
"1019",2020-10-16,"South West",0.0162681827485318
"1020",2020-10-17,"South West",0.0180532297427434
"1021",2020-10-18,"South West",0.0200301455180793
"1022",2020-10-19,"South West",0.0222186290435974
"1023",2020-10-20,"South West",0.0246401896608474
"1024",2020-10-21,"South West",0.0273182645491493
"1025",2020-10-22,"South West",0.0302783319280531
"1026",2020-10-23,"South West",0.033548016315883
"1027",2020-10-24,"South West",0.0371571812884094
"1028",2020-10-25,"South West",0.0411380041884814
"1029",2020-10-26,"South West",0.0455250261316403
"1030",2020-10-27,"South West",0.0503551694500663
"1031",2020-10-28,"South West",0.0556677134470552
"1032",2020-10-29,"South West",0.0615042180437262
"1033",2020-10-30,"South West",0.067908383658325
"1034",2020-10-31,"South West",0.0749258345627955
"1035",2020-11-01,"South West",0.0826038121388398
"1036",2020-11-02,"South West",0.0909907640680031
"1037",2020-11-03,"South West",0.100135815733107
"1038",2020-11-04,"South West",0.110088111207816
"1039",2020-11-05,"South West",0.120896013414387
"1040",2020-11-06,"South West",0.132606156587711
"1041",2020-11-07,"South West",0.145262349324853
"1042",2020-11-08,"South West",0.158904333392438
"1043",2020-11-09,"South West",0.173566412172313
"1044",2020-11-10,"South West",0.189275973052189
"1045",2020-11-11,"South West",0.206051939900078
"1046",2020-11-12,"South West",0.223903204422733
"1047",2020-11-13,"South West",0.242827097828636
"1048",2020-11-14,"South West",0.26280797563519
"1049",2020-11-15,"South West",0.2838159972796
"1050",2020-11-16,"South West",0.305806186888112
"1051",2020-11-17,"South West",0.328717860648061
"1052",2020-11-18,"South West",0.352474498498677
"1053",2020-11-19,"South West",0.376984122613557
"1054",2020-11-20,"South West",0.402140222444246
"1055",2020-11-21,"South West",0.427823236902159
"1056",2020-11-22,"South West",0.453902570512867
"1057",2020-11-23,"South West",0.480239084878824
"1058",2020-11-24,"South West",0.506687972911884
"1059",2020-11-25,"South West",0.533101894585496
"1060",2020-11-26,"South West",0.559334232609714
"1061",2020-11-27,"South West",0.585242316821643
"1062",2020-11-28,"South West",0.61069046836794
"1063",2020-11-29,"South West",0.635552728684763
"1064",2020-11-30,"South West",0.659715162234523
"1065",2020-12-01,"South West",0.683077653210582
"1066",2020-12-02,"South West",0.705555151567294
"1067",2020-12-03,"South West",0.727078359203154
"1068",2020-12-04,"South West",0.74759387967214
"1069",2020-12-05,"South West",0.767063881881534
"1070",2020-12-06,"South West",0.785465348243695
"1071",2020-12-07,"South West",0.802788990058679
"1072",2020-12-08,"South West",0.819037917774616
"1073",2020-12-09,"South West",0.834226152148463
"1074",2020-12-10,"South West",0.848377055588948
"1075",2020-12-11,"South West",0.86152175266567
"1076",2020-12-12,"South West",0.873697596442364
"1077",2020-12-13,"South West",0.884946724282137
"1078",2020-12-14,"South West",0.895314734147812
"1079",2020-12-15,"South West",0.904849500944413
"1080",2020-12-16,"South West",0.913600142592196
"1081",2020-12-17,"South West",0.921616137492941
"1082",2020-12-18,"South West",0.928946588876802
"1083",2020-12-19,"South West",0.93563962706965
"1084",2020-12-20,"South West",0.941741937792429
"1085",2020-12-21,"South West",0.947298402943449
"1086",2020-12-22,"South West",0.952351839661272
"1087",2020-12-23,"South West",0.956942823573433
"1088",2020-12-24,"South West",0.96110958278558
"1089",2020-12-25,"South West",0.964887950172186
"1090",2020-12-26,"South West",0.96831136274485
"1091",2020-12-27,"South West",0.971410898182754
"1092",2020-12-28,"South West",0.974215339927551
"1093",2020-12-29,"South West",0.976751263512881
"1094",2020-12-30,"South West",0.979043137978717
"1095",2020-12-31,"South West",0.981113437290558
"1096",2021-01-01,"South West",0.982982757633069
"1097",2021-01-02,"South West",0.984669937275547
"1098",2021-01-03,"South West",0.986192176417014
"1099",2021-01-04,"South West",0.987565155019682
"1100",2020-08-01,"national",0.0000248779321803106
"1101",2020-08-02,"national",0.0000276541304650451
"1102",2020-08-03,"national",0.0000307401895220497
"1103",2020-08-04,"national",0.0000341706984936939
"1104",2020-08-05,"national",0.0000379841077172521
"1105",2020-08-06,"national",0.0000422231596584339
"1106",2020-08-07,"national",0.000046935367905586
"1107",2020-08-08,"national",0.0000521735495751824
"1108",2020-08-09,"national",0.0000579964170725288
"1109",2020-08-10,"national",0.0000644692358101253
"1110",2020-08-11,"national",0.0000716645552168931
"1111",2020-08-12,"national",0.0000796630211822217
"1112",2020-08-13,"national",0.0000885542789780805
"1113",2020-08-14,"national",0.0000984379766996744
"1114",2020-08-15,"national",0.000109424880370627
"1115",2020-08-16,"national",0.000121638113083835
"1116",2020-08-17,"national",0.000135214531906357
"1117",2020-08-18,"national",0.000150306257779646
"1118",2020-08-19,"national",0.000167082375309953
"1119",2020-08-20,"national",0.000185730821184011
"1120",2020-08-21,"national",0.000206460481979849
"1121",2020-08-22,"national",0.000229503524390713
"1122",2020-08-23,"national",0.000255117983362377
"1123",2020-08-24,"national",0.000283590636382513
"1124",2020-08-25,"national",0.00031524019517914
"1125",2020-08-26,"national",0.000350420849408493
"1126",2020-08-27,"national",0.000389526200567532
"1127",2020-08-28,"national",0.000432993628380584
"1128",2020-08-29,"national",0.000481309136311881
"1129",2020-08-30,"national",0.000535012727675458
"1130",2020-08-31,"national",0.000594704369080288
"1131",2020-09-01,"national",0.000661050603690326
"1132",2020-09-02,"national",0.000734791883023432
"1133",2020-09-03,"national",0.000816750692784007
"1134",2020-09-04,"national",0.00090784055554122
"1135",2020-09-05,"national",0.00100907600094098
"1136",2020-09-06,"national",0.00112158360257894
"1137",2020-09-07,"national",0.00124661418965484
"1138",2020-09-08,"national",0.00138555635104967
"1139",2020-09-09,"national",0.00153995135946868
"1140",2020-09-10,"national",0.0017115096536988
"1141",2020-09-11,"national",0.00190212902772569
"1142",2020-09-12,"national",0.00211391468628568
"1143",2020-09-13,"national",0.00234920133717349
"1144",2020-09-14,"national",0.00261057750100191
"1145",2020-09-15,"national",0.00290091222873663
"1146",2020-09-16,"national",0.00322338442572584
"1147",2020-09-17,"national",0.00358151498749304
"1148",2020-09-18,"national",0.00397920195649135
"1149",2020-09-19,"national",0.00442075890936549
"1150",2020-09-20,"national",0.00491095677984958
"1151",2020-09-21,"national",0.00545506931179923
"1152",2020-09-22,"national",0.0060589223182675
"1153",2020-09-23,"national",0.00672894689389411
"1154",2020-09-24,"national",0.00747223668670866
"1155",2020-09-25,"national",0.00829660927884831
"1156",2020-09-26,"national",0.00921067165030441
"1157",2020-09-27,"national",0.010223889601818
"1158",2020-09-28,"national",0.0113466608881605
"1159",2020-09-29,"national",0.0125903916565774
"1160",2020-09-30,"national",0.0139675755921366
"1161",2020-10-01,"national",0.0154918749369728
"1162",2020-10-02,"national",0.0171782022689367
"1163",2020-10-03,"national",0.0190428015924346
"1164",2020-10-04,"national",0.0211033269068208
"1165",2020-10-05,"national",0.0233789159738617
"1166",2020-10-06,"national",0.025890256506501
"1167",2020-10-07,"national",0.028659641451171
"1168",2020-10-08,"national",0.0317110094451582
"1169",2020-10-09,"national",0.0350699659156399
"1170",2020-10-10,"national",0.0387637796729373
"1171",2020-10-11,"national",0.0428213492721942
"1172",2020-10-12,"national",0.0472731329213488
"1173",2020-10-13,"national",0.0521510353574003
"1174",2020-10-14,"national",0.0574882449681608
"1175",2020-10-15,"national",0.0633190145841406
"1176",2020-10-16,"national",0.0696783798933587
"1177",2020-10-17,"national",0.0766018104304163
"1178",2020-10-18,"national",0.0841247896423803
"1179",2020-10-19,"national",0.0922823227010246
"1180",2020-10-20,"national",0.101108373543331
"1181",2020-10-21,"national",0.110635236059921
"1182",2020-10-22,"national",0.120892848328868
"1183",2020-10-23,"national",0.13190806314613
"1184",2020-10-24,"national",0.14370389258407
"1185",2020-10-25,"national",0.156298748583577
"1186",2020-10-26,"national",0.169705705253694
"1187",2020-10-27,"national",0.183931811179785
"1188",2020-10-28,"national",0.198977481201898
"1189",2020-10-29,"national",0.214835996462061
"1190",2020-10-30,"national",0.231493138806632
"1191",2020-10-31,"national",0.248926980830006
"1192",2020-11-01,"national",0.267107846149902
"1193",2020-11-02,"national",0.285998446343129
"1194",2020-11-03,"national",0.305554191989393
"1195",2020-11-04,"national",0.325723666264624
"1196",2020-11-05,"national",0.346449241343089
"1197",2020-11-06,"national",0.367667811296587
"1198",2020-11-07,"national",0.389311610833334
"1199",2020-11-08,"national",0.41130908745101
"1200",2020-11-09,"national",0.433585795431691
"1201",2020-11-10,"national",0.456065283320307
"1202",2020-11-11,"national",0.478669951589336
"1203",2020-11-12,"national",0.501321863421178
"1204",2020-11-13,"national",0.523943498192265
"1205",2020-11-14,"national",0.546458443607418
"1206",2020-11-15,"national",0.56879202790239
"1207",2020-11-16,"national",0.590871897651457
"1208",2020-11-17,"national",0.61262854919964
"1209",2020-11-18,"national",0.63399582247186
"1210",2020-11-19,"national",0.654911364945576
"1211",2020-11-20,"national",0.675317071118009
"1212",2020-11-21,"national",0.695159499208898
"1213",2020-11-22,"national",0.714390262596849
"1214",2020-11-23,"national",0.732966389164313
"1215",2020-11-24,"national",0.750850637929923
"1216",2020-11-25,"national",0.768011759642761
"1217",2020-11-26,"national",0.784424686843903
"1218",2020-11-27,"national",0.800070639513485
"1219",2020-11-28,"national",0.814937134824041
"1220",2020-11-29,"national",0.829017893474928
"1221",2020-11-30,"national",0.842312640142336
"1222",2020-12-01,"national",0.854826801163739
"1223",2020-12-02,"national",0.866571108061126
"1224",2020-12-03,"national",0.877561120321323
"1225",2020-12-04,"national",0.887816684548862
"1226",2020-12-05,"national",0.897361349415782
"1227",2020-12-06,"national",0.906221756670435
"1228",2020-12-07,"national",0.914427027921192
"1229",2020-12-08,"national",0.922008165200487
"1230",2020-12-09,"national",0.928997480740867
"1231",2020-12-10,"national",0.935428068289038
"1232",2020-12-11,"national",0.94133332496448
"1233",2020-12-12,"national",0.94674652940914
"1234",2020-12-13,"national",0.951700478983912
"1235",2020-12-14,"national",0.956227186186766
"1236",2020-12-15,"national",0.960357632372082
"1237",2020-12-16,"national",0.964121575260871
"1238",2020-12-17,"national",0.96754740562517
"1239",2020-12-18,"national",0.970662047856022
"1240",2020-12-19,"national",0.973490898816247
"1241",2020-12-20,"national",0.976057799363284
"1242",2020-12-21,"national",0.978385033132048
"1243",2020-12-22,"national",0.980493347527407
"1244",2020-12-23,"national",0.982401992334133
"1245",2020-12-24,"national",0.984128771863003
"1246",2020-12-25,"national",0.985690107079214
"1247",2020-12-26,"national",0.987101104676881
"1248",2020-12-27,"national",0.988375630552815
"1249",2020-12-28,"national",0.989526385582263
"1250",2020-12-29,"national",0.990564982002415
"1251",2020-12-30,"national",0.991502019063856
"1252",2020-12-31,"national",0.992347156916089
"1253",2021-01-01,"national",0.993109187953233
"1254",2021-01-02,"national",0.993796105063547
"1255",2021-01-03,"national",0.994415166405781
"1256",2021-01-04,"national",0.994972956481025
